pelicula,genero,duracion,presupuesto,recaudacion,director,fecha_nac_director,actor_protagonista,fecha_nac_prota
12 O'Clock Boys,Terror,2.82,6540120.56,14792520.36,Clemmie Farthin,5/19/1981,Evelyn Leatherland,3/3/2001
Wolves,Documental,2.36,6011214.46,11732936.07,Louie Dulson,6/5/1952,Carlita Hundell,2/28/1972
"Wackiest Ship in the Army, The",Misterio,3.78,21827769.13,16277703.52,Kaleena Khoter,11/4/1932,Miles Dagon,6/18/1939
Passengers,Misterio,3.95,26493640.05,74932417.97,Emery Beddow,4/7/1979,Jolee Eburne,1/6/1989
"Loves of Pharaoh, The (Das Weib des Pharao)",Romance,2.84,10450437.65,26324489.54,Avivah McCallum,10/4/1945,Adrian Frammingham,10/16/2017
One Man Band,Ciencia ficción,3.02,14127627.24,18498044.75,Nora Suggett,5/2/1947,Raimondo Grahlmans,4/27/1997
"Lady in Number 6: Music Saved My Life, The",Acción,3.46,20960560.25,22584878.42,Raychel Tresvina,6/23/1939,Hilliard Donalson,10/8/1984
Riding the Bullet,Animación,1.28,29842073.41,32340511.18,Erinn Lyon,7/23/1980,Hilliard Broader,8/31/2016
"Resident, The",Drama,3.54,7014399.84,19587649.6,Cathi Ackermann,12/20/2025,Feodora Simonini,11/15/2022
Man of the House,Terror,2.59,14354835.14,12480710.4,Mel Frayne,3/3/1969,Sarajane Morcom,8/28/2017
No Way to Treat a Lady,Drama,2.29,8834502.33,14953889.17,Wilden Drummond,9/13/1972,Lorna Jorez,1/19/1978
Three Monkeys (Üç maymun),Musical,3.25,16104560.17,42539136.44,Sigismundo Bunston,9/13/1964,Dayna Cicutto,1/29/1967
Phenomenon,Fantasía,2.89,6172090.76,11847881.63,Bryce Guiducci,3/25/2006,Xerxes Larne,10/16/1959
"Cowboys, The",Bélico,3.3,14846087.83,41995282.29,Chelsey Milazzo,11/1/1954,Carmel Mathie,5/8/1950
Monsters University,Histórico,2.11,28709541.6,46146725.58,Reggis Jouhning,4/15/1999,Jeffry Clampe,7/10/1944
Gantz,Musical,1.88,6047621.91,11527311.18,Shay Kinnett,4/19/1966,Haven Olivas,6/19/2019
"Haunted Castle, The (Schloß Vogeloed)",Histórico,2.48,12415002.59,34761417.56,Malachi Ebbing,3/26/1991,Faustine Klemensiewicz,7/3/1978
"Idiot, The (Hakuchi)",Romance,3.11,8863669.59,23579523.83,Tamara Balharry,5/17/2003,Webb Mabe,9/13/1967
Trader Games (Krach),Documental,1.67,18169978.63,26948096.75,Ella Lantaff,9/7/2009,Lorinda Wagnerin,10/2/2025
Business as Usual,Fantasía,2.44,8766488.73,20491459.34,Garrott Townson,6/6/1978,Juanita Robelet,12/26/1949
Death Machine,Misterio,3.75,26050362.88,17329784.97,Isahella Lyte,11/17/1983,Rona Descroix,8/4/1962
"Matador, The",Romance,1.84,19157510.54,15747179.15,Mignonne Kyngdon,6/26/1962,Doralyn Gueny,8/30/2019
Badman's Territory,Documental,1.29,25934490.13,54084235.17,Aloysia Flintoft,5/13/1994,Izaak Epp,3/20/1937
Chained for Life,Misterio,3.0,25898801.99,68187505.32,Lombard Lilian,1/22/2008,Maighdiln Lighten,10/12/1963
Dead Bang,Bélico,2.05,26663520.1,26342879.03,Fiona Garric,9/28/1981,Dore Gaffer,12/8/1941
Young Goethe in Love,Aventura,3.45,23888243.53,12053601.66,Thaddus Gellett,6/7/2008,Norry Rubega,1/6/2018
Dear Zachary: A Letter to a Son About His Father,Western,1.39,12279660.63,35576063.67,Anson Begent,7/27/2005,Kirbee Jeandel,4/23/2000
DNA,Comedia,3.74,16123263.76,22194736.71,Eugine Le Hucquet,5/5/2008,Indira Cona,4/27/1947
The DUFF,Fantasía,1.01,22126578.5,41654320.55,Benn Beatson,8/3/1931,Don MacDunlevy,11/8/1947
Pandaemonium,Bélico,2.23,14710444.64,31255581.27,Coraline Melbourne,3/18/1939,Jobey Maskall,11/7/1939
"Trail of the Lonesome Pine, The",Misterio,3.69,26079885.57,35367409.23,Mitchael Fetters,9/24/2002,Cordie Witchard,4/25/2010
"Debt, The (Dlug)",Western,1.36,21203547.97,16899190.41,Elroy Goldthorpe,9/7/2018,Annelise Olkowicz,5/29/2005
"World of Kanako, The (Kawaki.)",Western,1.07,23042188.54,41183014.61,Chloris Fernando,4/23/1994,Nev MacGiolla,9/1/2022
Caprice,Histórico,3.96,12377402.41,7408531.9,Hillyer Etty,2/6/1948,Viv Beardsworth,9/15/1963
Torque,Comedia,1.41,6735793.53,5031388.95,Grissel Bonevant,7/10/2011,Reube Spensley,1/27/1942
Broadway,Romance,3.98,22675755.38,20152083.3,Wynn Wylder,2/13/2012,Fern Treherne,6/11/1936
Band Baaja Baaraat,Suspense,1.03,27156664.45,43958355.07,Elysha Semrad,7/3/1988,Berky Flips,10/10/1964
"Devil and Daniel Webster, The (All That Money Can Buy)",Ciencia ficción,2.83,18427507.03,41606183.17,Donavon Liversedge,12/22/2011,Roger Eliesco,9/7/2025
Coming Down the Mountain,Histórico,1.17,18422741.32,48661543.41,Yvon Merkle,2/26/1945,Shara Morfett,5/4/1981
Once Upon a Forest,Western,1.62,11182509.64,23896103.4,Arlette Elvish,7/28/1943,Floris McCaig,3/24/1969
"Myth of Fingerprints, The",Documental,3.46,23078684.87,60588831.23,Arin Dilworth,7/14/2012,Antony Thaxton,8/17/1939
One Nite In Mongkok (Wong gok hak yau),Terror,2.27,8462287.83,13761702.12,Ronny Benion,2/27/1973,Cam Cosens,4/10/1931
"Other Guys, The",Romance,3.89,17106058.78,19671786.38,Fawne Giff,8/6/1960,Linell Keuning,6/25/1969
Commandments,Histórico,3.57,11864407.49,17143009.59,Loren Cowpe,8/12/1963,Millicent Impey,9/20/1940
Who's Harry Crumb?,Misterio,2.55,16381721.29,34609371.73,Marleen Blumire,5/30/1932,Yevette Timoney,1/1/1936
Los Angeles Plays Itself,Drama,3.93,26107053.74,61987754.42,Cristi Bacup,10/16/1959,Boote Stolze,5/18/1969
Stolen Summer,Fantasía,3.43,17874176.7,43475803.76,Edward Grammer,10/23/2025,Vinson Hanway,9/19/1960
"Gay Deceivers, The",Cine negro,2.0,26271122.57,19470328.98,Alberik Undrell,3/26/1979,Giuditta Gyrgorcewicx,2/12/1940
RocknRolla,Romance,2.0,26019903.3,65849161.43,Siusan Casey,12/29/2005,Andreas Seppey,4/22/2011
"Low Down Dirty Shame, A",Drama,2.92,29828786.11,30415762.79,Gayel Sibborn,8/26/1957,Gayler Artin,7/13/1955
Love and Death,Terror,2.02,23818377.76,69262085.94,Bird Brabon,12/30/2010,Arlen Hinckes,7/19/1941
Tideland,Documental,3.39,28964933.16,74386912.03,Constantin Plunket,3/16/2012,Saloma Rameaux,1/6/1964
"Crime of Father Amaro, The (Crimen del padre Amaro, El)",Romance,1.25,23374251.25,57997982.01,Caterina Lyston,7/2/2017,Harold Hugonneau,7/17/1938
Donkey Punch,Fantasía,3.24,10602563.79,6411144.0,Burr Cressy,11/24/1935,Cally Boutwell,4/9/2003
"Cold Light of Day, The",Documental,2.27,26453845.01,75440466.05,Ameline Bater,1/22/2004,Lela Hug,4/25/1960
"Moral Tales, Filmic Issues",Animación,1.68,23303332.6,29540091.73,Lotty Corcut,3/13/1950,Kirbee Pashba,6/27/1966
The Conrad Boys,Drama,3.65,5217285.49,3129730.33,Clare Giacubbo,12/12/1966,Marin Clemendot,2/12/2013
Sick Girl,Fantasía,2.38,18147228.71,23680030.54,Karlan Shann,10/4/1971,Frank Lodin,10/15/1958
My Son (Mon fils à moi),Acción,1.04,12334347.27,14028778.86,Derril Blakebrough,7/12/2018,Delphine McIlraith,10/6/1943
"Red Chapel, The (Røde kapel, Det)",Terror,3.17,27429679.17,27393886.2,Shawn Brockbank,5/1/1990,Taber Corke,8/22/2004
Tuck Everlasting,Histórico,2.96,13037997.85,17248548.78,Raynell Lattka,9/19/2011,Alva Stebbings,1/16/1996
Säg att du älskar mig,Bélico,2.52,7102231.24,9761034.41,Eliot Hallatt,7/23/1938,Sherrie Annett,8/27/2003
"Farmer's Wife, The",Cine negro,2.29,25076531.85,16668413.48,Lorne Theuff,5/6/1946,Almeta Ginnaly,4/2/2005
Something for Everyone,Ciencia ficción,1.11,20041630.99,33161758.79,Jen Hollingshead,8/14/1933,Denice Blague,5/5/1998
"Bench, The (Bænken)",Romance,3.51,13044445.76,38072033.38,Vonnie Domerc,9/4/1971,Henry Jozef,5/31/2005
Jug Face,Bélico,3.57,28214262.37,81006558.65,Livvie Kislingbury,7/25/1989,Goran Birkin,1/4/1931
Losing Chase,Acción,3.62,9368987.65,22623242.08,Maridel Weall,3/10/1949,Cinda Duiged,11/13/1942
Mulan,Animación,1.06,11826842.35,11625059.53,Molli Mobbs,2/15/1964,Lazaro Castagneri,12/12/2000
Syndromes and a Century (Sang sattawat),Fantasía,3.7,26497136.94,76478778.68,Vidovic Baskeyfied,1/18/1984,Abdel Rigmond,10/4/1960
"Silent House, The (La casa muda)",Musical,1.75,10894781.16,8916608.84,Ulysses Strete,7/3/1973,Isahella Pieters,3/17/2013
Dead Weekend,Ciencia ficción,1.4,20762776.08,25958234.95,Kira Barthorpe,10/15/1952,Lorri MacGaughie,4/22/2016
American Revolutionary: The Evolution of Grace Lee Boggs,Animación,1.86,22080990.78,16873431.7,Carrol Puttergill,7/6/2007,Bendick Stolberg,4/22/2002
Rushmore,Suspense,3.95,11720987.29,14130198.34,Mariellen Figgins,5/30/2022,Ealasaid Beade,1/26/2000
Teaching Mrs. Tingle,Acción,3.45,12338514.5,27460754.0,Kerk Rohmer,6/27/1946,Sioux Menezes,4/24/2012
To Die For,Cine negro,3.28,29509702.72,59847190.7,Buffy Gulleford,6/9/1985,Bill Shotboult,6/10/1947
"Single Man, A",Comedia,1.25,23743358.39,44629360.07,Dru Le Prevost,2/16/1946,Mariana Harp,9/8/1952
Dust,Acción,2.54,6717995.46,6828532.86,Ardeen Lyndon,12/22/1967,Gregoire Mishaw,9/26/1998
Steep,Comedia,3.62,7254739.23,4643595.02,Jemmie Haistwell,12/1/1940,Lane Andreone,8/3/1984
Inside: 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb',Comedia,3.15,16328876.66,39017586.21,Jon Crichton,7/5/1948,Tatum Lishmund,11/19/1997
Questioning Darwin,Bélico,1.44,21896600.29,11229667.59,Abeu Giannazzo,12/13/1975,Brandy Hayhurst,1/17/1980
Cold Trail (Köld slóð),Documental,2.57,5468401.06,14234636.36,Royce Allott,5/25/2023,Wallace Stoven,8/11/1932
"Sixth Sense, The",Suspense,2.54,9615300.58,12058471.37,Benoit Boodle,8/3/2010,Doria Tratton,2/28/1943
Elephant,Animación,3.35,7067325.7,11980232.87,Courtney Alekseev,6/6/2006,Woodman Trevillion,11/30/1953
Love Bites,Musical,3.53,9874401.58,10714548.31,Rabi Olivetta,5/20/1949,Abbey MacMeanma,8/27/2021
"Stationmaster Is on Fire - The Movie, That Is!, The (Stinsen brinner... filmen alltså)",Suspense,3.99,17830081.11,23431242.47,Gar Synnott,10/9/1986,Alfy Ruit,3/22/1964
Gilles' Wife (La femme de Gilles),Acción,1.43,17192186.41,35229580.16,Aguistin Jillitt,1/22/1947,Steward Birkby,5/9/1932
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",Musical,1.68,7315307.29,9369315.69,Wanids Joplin,1/15/1988,Helyn Treker,5/19/1971
Artists and Models,Aventura,1.6,25736649.8,39142249.93,Gina Clendening,12/9/1936,Shellysheldon Crufts,6/5/2018
Million Dollar Legs,Histórico,3.35,20358441.73,12813773.36,Wallie Horribine,7/16/1995,Petey Skea,9/4/1978
Turner & Hooch,Terror,1.26,10948841.33,24302486.83,Herby Lavallie,8/11/1930,Carola Frodsam,12/2/1971
Raincoat,Fantasía,3.28,10099946.67,28769770.4,Dix Meritt,12/5/2019,Aigneis Bruineman,12/30/2015
"Trials of Muhammad Ali, The",Misterio,3.91,24475145.43,18590950.0,Vinny Oyley,10/21/1997,Orelee Austin,9/3/2010
Enough,Musical,2.56,7471035.99,14729593.64,Corene McGarrell,5/1/1936,Nan Sexon,2/6/1935
Moomins on the Riviera (Muumit Rivieralla),Cine negro,1.27,14587430.46,14485163.56,Colly Kinzel,1/18/2002,Leandra Dabs,1/13/2004
Stunt Squad,Suspense,1.59,23550563.17,18909835.8,Hagan Lattimore,5/3/1950,Fraze Penniall,6/3/1954
Warren Oates: Across the Border,Western,3.83,26006452.69,45217056.44,Kata Pidgeon,8/26/2022,Markus Hintzer,3/11/1949
Suspicion,Histórico,3.14,14999770.43,42219878.51,Redd Lavrick,7/2/1982,Jecho Van Der Vlies,12/8/2018
Camp Rock,Comedia,2.0,25714447.7,27580535.29,Jerald Melhuish,11/15/1984,Odey Fluger,2/20/1992
Rubber Johnny,Animación,2.12,26819048.65,43261171.84,Devan Rymour,3/6/1988,Gideon Bowell,7/20/2023
"Sum of All Fears, The",Western,3.3,16880996.94,36233092.53,Averil Dalliston,3/27/2003,Donnie Awde,6/11/1974
Bertie and Elizabeth,Western,1.7,29965853.66,74218303.4,Sosanna Hedderly,2/17/1935,Aymer Sobieski,11/25/2018
Because You're Mine,Western,1.91,9987745.86,11426718.83,Mignonne Bendall,10/24/2025,Brinna Ubsdale,9/29/2008
Evelyn Prentice,Histórico,2.71,19756011.12,19945107.29,Deonne Beazey,10/20/2003,Clerkclaude Ethersey,11/13/2022
Which Way Is Up?,Animación,1.86,16026349.12,16573225.11,Jarib Rochford,2/1/1932,Maddalena Kirkness,2/19/1964
Judy Berlin,Suspense,2.45,17513958.31,28011624.36,Anselma Rainger,9/28/1941,Ingelbert Logsdale,11/12/2021
Alice (Neco z Alenky),Aventura,3.44,23614339.77,17151859.91,Claudine McElhinney,3/6/2004,Roch Filippazzo,11/19/1966
Libeled Lady,Cine negro,2.04,9802046.56,27941092.78,Gael Thiolier,6/9/1957,Cornelia Mikalski,6/4/1959
Short Term 12,Comedia,1.37,24422201.89,16438160.37,Burch Shildrick,10/19/1972,Haskel Bohlsen,12/19/1971
Jamie and Jessie Are Not Together,Aventura,1.97,11366333.7,32558930.13,Arvie Shawe,3/2/2024,Roman Terzo,1/22/2024
F/X,Western,2.85,5715042.09,8016709.31,Janel Ticksall,6/27/2006,Mill Cuncarr,2/14/2003
Executive Protection (Livvakterna),Romance,1.05,29577189.51,59594261.96,Denyse Malenoir,12/25/1935,Sergent Macilhench,10/21/2020
National Lampoon's Vacation,Animación,3.62,11137833.25,17176083.43,Giraud Feckey,7/23/1976,Casar Been,12/10/1945
Pistol Whipped,Documental,2.41,11621589.57,25209161.94,Krispin Fallanche,2/12/1939,Sheela Galpin,3/5/1950
September Dawn,Fantasía,2.53,15605225.28,20417663.07,Cross Park,10/29/1996,Sandor Spat,7/12/2022
A Viking Saga: The Darkest Day,Histórico,2.09,23570470.74,53752536.98,Gayleen Mees,9/9/1953,Lion Tyre,6/25/1977
Serial Killer Culture,Romance,1.29,6487124.92,8839588.4,Esdras Auchterlony,10/23/2013,Reginauld Romain,11/21/1955
About Cherry,Animación,2.75,18327868.0,45474537.99,Dorry Kubacek,7/1/1979,Ignace Gilogly,1/14/2026
Joe Gould's Secret,Bélico,1.6,10629821.9,31863112.81,Marrilee Bortoloni,5/2/1944,Erhard Kenwrick,4/17/1946
Elevator,Musical,3.34,27972490.1,19810812.02,Nikki Barden,12/14/1958,Norbert Langhorn,7/6/1994
Rat,Documental,3.25,27167297.03,39752476.09,Eben Hartley,4/10/1992,Jillene Tallach,3/2/1996
"Very Thought of You, The",Suspense,1.66,27095327.73,76317701.34,Sayers Dearnly,2/23/1980,Ennis Clerc,11/16/1973
"Day the Sun Turned Cold, The (Tianguo niezi)",Cine negro,2.13,11272455.22,23528963.93,Agnola Caddie,5/28/2023,Manfred Cobon,1/9/1992
Dear Diary (Caro Diario),Suspense,1.89,23491788.29,49671515.82,Minnnie Hessing,9/29/2010,Olenolin Sciusscietto,8/9/1993
"Second Woman, The",Suspense,3.34,21201381.85,49772610.01,Annemarie Brimm,4/29/1932,Dorian Sargent,10/22/1981
Must Read After My Death,Cine negro,1.84,12274686.13,31808440.34,Maurene Brannon,5/21/1985,Clim Eathorne,2/25/2009
It's My Party,Animación,2.11,19093952.21,45567712.75,Abby Hillum,4/30/1986,Davine Housbey,10/14/1999
Change of Plans (Le code a changé),Ciencia ficción,2.24,5744561.96,12698529.98,Candis Lemery,2/26/2021,Arliene Frostick,7/19/1940
Sam's Song,Fantasía,3.48,12383834.89,10060566.66,Berta Manger,5/3/1952,Kristofer Backwell,8/26/2015
"Complete History of My Sexual Failures, A",Bélico,1.83,29077302.74,21598882.39,Reyna Slayford,3/26/1985,Florrie Deeves,6/4/1995
Blast of Silence,Comedia,3.65,29823015.64,40088716.74,Gladys Windle,8/31/2002,Jodi Short,7/31/1954
"Whole Town's Talking, The (Passport to Fame)",Animación,1.6,13542109.78,37627131.28,Skipper Kyllford,8/17/1972,Israel Tellett,7/25/2005
All at Sea,Documental,3.93,8367589.97,11632021.99,Stefan Kleeborn,5/22/1959,Dov Castleton,6/27/1987
Edison Kinetoscopic Record of a Sneeze,Musical,3.22,26801271.68,14031443.65,Sheryl Sheather,4/29/1955,Gusella Duffyn,9/28/2004
Sydney White,Documental,2.32,10368335.44,19626175.57,Paddie Ovill,12/31/2013,Eloise Olivas,6/17/1979
"Loss of a Teardrop Diamond, The",Bélico,2.26,8813325.61,15652276.5,Drusy McCrystal,7/2/2010,Chaim Spurdon,5/19/1996
All American Orgy (Cummings Farm),Fantasía,3.08,16378855.81,31314432.95,Hodge Labon,5/29/2011,Aloysius Arnao,1/31/1997
Halo 4: Forward Unto Dawn,Fantasía,2.9,23540514.02,60346369.52,Elliott Adamsen,7/20/1931,Penelopa Bodechon,12/1/1964
Ito: A Diary of an Urban Priest (Seitti - kilvoittelijan päiväkirja),Suspense,2.24,8726232.72,4870835.34,Karyl Pagram,4/18/1953,Anitra Pleasaunce,5/26/1956
Hombre,Romance,3.44,29604477.1,40196191.67,Parsifal Sibbit,5/12/2012,Jarret Klimkov,10/26/1991
"Wayward Cloud, The (Tian bian yi duo yun)",Ciencia ficción,1.97,29693587.15,26260372.47,Stillman Hegley,6/17/1944,Saxe O'Hear,6/22/1943
Between Heaven and Hell,Bélico,2.31,19803308.31,56623323.26,Wynne Mettetal,3/29/1968,Corabella Dudman,5/14/1990
"Girl in the Park, The",Musical,3.29,22969571.62,30026970.74,Cornela Hinckesman,1/1/1956,Maitilde Burbury,11/8/1974
"Sugarland Express, The",Bélico,2.34,27563292.48,15393555.01,Salomo Bensen,8/3/2019,Tab Helis,11/14/1984
Doctor Dolittle,Terror,2.53,16968817.48,8904514.04,Phylis Hubbucke,10/26/1990,Fanchon Raffles,2/29/1996
"Dark Hours, The",Cine negro,1.09,16145825.37,14428886.08,Annora Gillyatt,7/27/1991,Witty Schrieves,10/11/1974
Another Cinderella Story,Ciencia ficción,2.69,11864075.9,31231427.13,Godfree Beven,10/16/1937,Thibaud Kingswood,11/20/1980
Dr. Dolittle 3,Cine negro,2.19,15903718.02,15700067.82,Gussy Ethelston,1/25/2010,Sherwin Leyden,12/7/1987
Salesman,Terror,1.08,5934290.95,14470461.41,Jackelyn Braunthal,6/10/1951,Kaitlyn Abramin,10/1/1952
Looking for Hortense (Cherchez Hortense) ,Documental,3.97,7301046.29,19275238.04,Zacharie Ellsom,10/8/1957,Ignacius Babst,4/5/1979
The Man Who Shook the Hand of Vicente Fernandez,Documental,2.52,18399014.91,26984766.71,Etty Dadswell,10/15/2008,Lydia Tee,7/18/2003
Feiern,Aventura,1.95,15766608.68,25873699.67,Jemmy Tomovic,11/12/1963,Mariska Everist,7/26/2015
V/H/S: Viral,Comedia,3.73,13870967.11,17984933.11,Michale Ayrton,7/29/1961,Tabitha Storah,10/10/2005
Charlie Bartlett,Aventura,2.08,27115231.84,41621192.48,Warde Sturmey,7/2/2025,Lincoln Kemsley,7/19/1981
Triage,Cine negro,2.19,19931157.95,19190145.53,Lannie Kubacek,1/30/1990,Constantia Gabbitus,5/6/1987
Forever Hardcore: The Documentary,Histórico,3.22,29536279.88,25819092.29,Arturo Robus,3/3/2012,Regen Fountian,11/12/1966
License to Drive,Animación,2.05,16762832.88,13196388.98,Morten Poone,8/1/1947,Helene Gormley,1/2/2013
Blood and Bones (Chi to hone),Animación,1.07,10573966.25,16527200.72,Timmi Jaffra,10/25/1938,Ruprecht Gouny,5/25/1969
He Walked by Night,Comedia,1.55,19679229.65,13276699.4,Pascal Hucquart,6/14/1976,Cornie Korfmann,1/17/1998
"Fine Madness, A",Aventura,2.92,24580967.83,65273600.65,Archie Pasmore,9/15/1946,Michele Duley,9/14/1983
Honor Among Lovers,Romance,3.14,23706634.49,51883552.94,Jeremy Gaskell,12/12/1993,Ingunna Busson,10/17/2014
The Land Before Time XI: Invasion of the Tinysauruses,Aventura,3.74,6999895.06,6772397.77,Doti Van Saltsberg,3/7/1973,Lorette Borchardt,11/23/1965
Geronimo: An American Legend,Suspense,3.31,8361750.39,15820697.42,Pam Paddell,7/14/1989,Maria Gabites,12/23/1982
Johnny Suede,Documental,1.45,18443023.89,38457183.08,Templeton Losemann,12/15/1934,Mirabel Sherrott,9/14/1955
Critical Care,Aventura,3.3,28908737.25,77483332.91,Norman Gallimore,5/29/1947,Xenia Studde,10/19/1995
Penitentiary,Bélico,1.41,7910130.86,6304966.86,Sanderson Heymann,5/26/1944,Coralyn Filewood,5/28/1972
"Bank Dick, The",Ciencia ficción,2.86,8622255.12,13263467.4,Yasmeen Godsal,2/23/1996,Brenn Shenton,8/1/1963
"Place in the Sun, A",Suspense,1.97,6192711.92,13341163.85,Wolfy Merit,12/4/1997,Frederico Origin,4/23/1957
Dead Rising: Watchtower,Comedia,3.83,16546367.27,12559228.24,Ammamaria Delagnes,8/29/1949,Valentine FitzGilbert,8/20/1982
Father of the Bride,Romance,1.44,7948420.68,16492732.88,Bran Cridlin,11/4/1993,Gayle Crollman,11/26/1999
Encounters at the End of the World,Aventura,1.98,23094738.86,56727205.15,Renate Mayston,10/15/1990,Emmott Perrelli,9/21/1999
Lucky Them,Musical,3.98,19793918.24,39763844.61,Bernelle Ouver,11/15/1964,Baxter Feldstein,10/8/2013
"Thieves (Voleurs, Les)",Cine negro,2.97,6024848.72,3403308.89,Bernarr Gartside,4/30/1946,Elyse Geldard,3/21/1988
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",Misterio,1.33,27274964.19,35798712.91,Dickie Shinn,12/3/1966,Carmelia Evesque,4/3/2003
"Gorgon, The",Terror,1.7,16406602.3,40380146.81,Shem Fawks,2/27/2026,Astrid Belliard,1/23/1956
It's a Wonderful Life,Drama,1.23,15417234.16,30066758.13,Rollie Ashplant,9/18/1930,Mariya Lutsch,3/9/1979
"Laterna, ftoheia kai garyfallo",Drama,2.82,24963105.8,72051437.76,Mufinella Retchford,12/17/1985,Angeline Janecek,6/12/2017
Armadillo,Animación,3.99,24782540.57,39062671.14,Uriah Meineken,8/15/1938,Ingar Dedrick,8/3/2001
"Light at the Edge of the World, The",Bélico,3.53,29077239.02,31956941.48,Jody Driscoll,2/15/1983,Gertie Allonby,7/31/1940
"Quiet Room, The",Western,3.74,23554122.68,45283872.89,Randi Stillert,8/29/1944,Saba Miller,2/16/1941
Welcome to Sarajevo,Musical,3.19,13141501.18,17713281.16,Marcela Ayers,1/2/1967,Valerye Antonnikov,4/3/1963
Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy),Drama,1.52,12679372.33,21454526.51,Gaynor Legging,10/20/2010,Remington Clilverd,10/4/2013
"Hawaii, Oslo",Cine negro,2.59,10891751.73,21334672.15,Harmon Girardot,10/11/1940,George Birts,8/27/2010
Dummy,Romance,1.23,25299991.0,64328940.32,Ashbey Reame,1/18/1995,Logan Gillet,5/29/1983
Hush!,Western,2.67,20988410.72,24371479.23,Elli Boorne,5/25/1973,Anitra Blowick,4/23/2026
Gitarrmongot,Documental,3.99,5787273.75,13804892.08,Oralia Jindracek,1/23/1957,Stormy Long,5/1/1991
"Nugget, The",Acción,2.96,20734429.39,56959542.29,Paddy Carlile,1/23/1970,Cyndy Pietraszek,12/20/1957
Kill Me Please,Drama,3.65,10367388.92,12966579.79,Renee Neames,1/20/2015,Danella Chicken,9/20/2010
Babysitter Wanted,Suspense,3.43,21473918.24,51105798.68,Abran Gasperi,5/27/1939,Tod Karlsson,11/15/2018
Always,Aventura,2.92,28227541.59,32455717.61,Nicola Tarr,1/24/1974,Viviana O'Kielt,12/19/1986
Two Much,Documental,3.34,22743195.83,42485357.07,Vonnie Millgate,5/12/1962,Kermie Dessent,9/29/1945
Girlfight,Drama,3.78,23412644.17,29573951.34,Jackson Ivell,8/18/2020,Nona Ratledge,3/16/1984
Net Worth,Drama,2.14,7023248.57,8102531.44,Jeth Willmore,1/9/1960,Erinn Hofer,3/26/2024
"Prisoner of Shark Island, The",Bélico,1.05,7856824.62,18397571.84,Benedetto Swettenham,4/25/2004,Tine O'Corren,1/20/1992
¡Qué hacer!,Fantasía,3.52,15887770.38,27688896.77,Gillie Permain,10/5/1990,Selma Elders,5/16/1955
Turtles Can Fly (Lakposhtha hâm parvaz mikonand),Terror,3.76,29238332.91,50273867.16,Wilbert Storks,7/1/1960,Aleda Joss,9/21/1930
Color of Night,Suspense,1.99,16234305.06,24767199.66,Vernice Bains,11/12/2010,Veronique Yapp,5/12/2011
Barry Lyndon,Documental,3.98,10392686.23,18326972.77,Adrian Kindall,8/14/1998,Marietta Landers,3/16/2008
Accused (Anklaget),Acción,2.15,23790795.18,48902394.94,Micheline Edis,7/31/1960,Hildegarde Chansonnau,10/9/1955
Dream Team 1935,Ciencia ficción,2.65,26296341.11,60289749.28,Albert Meah,5/18/2021,Noni Ryles,5/7/1948
We Stand Alone Together,Documental,1.97,24035358.32,35848461.91,Raynard Thorwarth,6/30/2006,Corabelle Wearden,5/18/2004
The Little Fox,Terror,3.77,8928790.76,22625575.25,Ruben Swiers,2/13/1941,Skell Volk,10/3/1932
Either Way (Á annan veg),Histórico,3.17,9474202.66,19555742.52,Dieter Ruselin,10/10/2010,Bree Cowlin,3/8/1960
SS Camp 5: Women's Hell (SS Lager 5: L'inferno delle donne),Suspense,2.83,16719660.53,25054762.01,Lyssa Dunley,5/11/1967,Sandye Bensusan,3/5/1973
Run,Western,3.11,6168766.26,15612453.63,Kliment Shackell,2/18/2004,Sela Masey,1/16/1956
Stones in Exile,Cine negro,3.08,8351604.73,21561007.27,Haskell Ragsdall,5/23/2010,Grier Lundbech,8/26/1978
9 Star Hotel (Malon 9 Kochavim),Histórico,2.04,17659911.04,40496504.94,Othelia Brittain,8/29/1975,Gordon Hawkins,5/23/1994
Stark Raving Mad,Documental,1.33,25840290.37,25881127.43,Cleo Blees,1/9/1971,Mame Winspar,12/14/1951
Men Don't Leave,Aventura,3.68,8940621.41,5906486.48,Hadria McTeague,4/15/1990,Guillermo Iggulden,6/8/2023
Family Tree (L'arbre et la forêt),Aventura,3.54,17236607.08,18015458.78,Ferdie Trinder,4/22/2003,Grata Giamuzzo,7/26/1985
Houseguest,Cine negro,3.41,11557998.33,28517409.08,Ernie Pavlishchev,10/6/1991,Ermanno Lufkin,7/22/1959
"I Love, You Love (Ja milujem, ty milujes)",Cine negro,1.17,20027969.36,32002090.6,Mufinella Kippin,12/2/1946,Irene Pringley,12/19/2010
Neighbors,Suspense,2.38,10060252.46,6582738.9,Adolpho Daybell,6/3/1957,Eleanore Woodes,11/4/1947
Celtic Pride,Romance,2.61,28078171.71,64843125.16,Nichols McLeese,11/9/1940,Silvan Shaxby,4/10/2025
"Ruins, The",Histórico,1.84,18147355.62,42947087.37,El Colquyte,12/5/2017,Chandler De Domenicis,12/5/1950
